DOCTORADO EN INGENIERÍA - INGENIERÍA CIVIL;2887
MAESTRÍA EN INGENIERÍA - INGENIERÍA DE BIOSISTEMAS;438
MAESTRIA EN INGENIERIA - INGENIERIA DE SISTEMAS Y COMPUTACIÓN;2702
MAESTRÍA EN INGENIERÍA - INGENIERÍA DE SISTEMAS Y COMPUTACIÓN;2702
MAESTRÍA EN INGENIERÍA - INGENIERÍA DE SISTEMAS;2702
MAESTRÍA EN INGENIERÍA - TELECOMUNICACIONES;2707
MAESTRÍA EN INGENIERÍA - INGENIERÍA INDUSTRIAL;2708
MAESTRIA EN INGENIERIA - INGENIERIA INDUSTRIAL;2708
DOCTORADO EN INGENIERIA - SISTEMAS Y COMPUTACION;2684
DOCTORADO EN INGENIERÍA - INDUSTRIA Y ORGANIZACIONES;2838
DOCTORADO EN INGENIERIA - INDUSTRIA Y ORGANIZACIONES;2838
MAESTRÍA EN BIOINFORMÁTICA;2882
ESPECIALIZACIÓN EN GOBIERNO ELECTRÓNICO;2896
ESPECIALIZACION EN GOBIERNO ELECTRONICO;2896
ESPECIALIZACION EN TRANSITO, DISEÑO Y SEGURIDAD VIAL;2696
MAESTRIA EN INGENIERIA - INGENIERIA AGRICOLA;2701
INGENIERIA AGRÍCOLA;2541
INGENIERIA ELECTRÓNICA;2545
MAESTRIA  EN INGENIERIA - ESTRUCTURAS;2699
MAESTRIA  EN INGENIERIA - RECURSOS HIDRÁULICOS;2705
MAESTRIA  EN INGENIERIA - INGENIERIA DE BIOSISTEMAS;438
MAESTRIA  EN INGENIERIA - INGENIERIA ELECTRICA;2703
INGENIERIA AGRICOLA ACUERDO 033;2541
MAESTRIA EN BIOINFORMATICA;2882
ADMINISTRACION DE EMPRESAS ACUERDO 033;2520
INGENIERÍA DE SISTEMAS E INFORMÁTICA;2879
INGENIERIA QUIMICA - MANIZALES;3525
INGENIERÍA AGRONÓMICA;2505
No Aplica;0 
NOPE; 0
MAESTRÍA EN INGENIERÍA - INGENIERIA ELECTRÓNICA;2865
MAESTRIA EN INGENIERIA - TELECOMUNICACIONES;2707
MAESTRÍA EN INGENIERÍA - MATERIALES Y PROCESOS;2710
CIENCIAS DE LA COMPUTACIÓN;2933
ENFERMERÍA;2540
MAESTRÍA EN INGENIERÍA MECÁNICA;2709
MODALIDAD ASIGNATURAS EN POSGRADO FACULTAD DE INGENIERÍA;10007
1;0
Amazonía Maestría Estudios Amazonicos Profundización;6124
Bogotá Especialización Animación;2580
Bogotá Especialización Fotografía;2585
Bogotá Especialización Diseño y Desarrollo del Producto;2583
Bogotá Maestría Arquitectura - Proyecto Arquitectónico Investigación;2589
Bogotá Maestría Musicología Investigación;2863
Bogotá Maestría Diseño Investigación;2899
Bogotá Maestría Dirección Sinfónica Profundización;2593
Bogotá Maestría Arquitectura de la Vivienda Profundización;2589
Bogotá Maestría Interdisciplinar en Teatro y Artes Vivas en convenio con Bellas Artes - Institución Educativa del Valle Investigación;2605
Bogotá Doctorado Geociencias;2828
Bogotá Doctorado Ciencias - Estadística;2607
Bogotá Doctorado Ciencias  Farmacéuticas;2609
Bogotá Doctorado Ciencias - Física;2610
Bogotá Doctorado Ciencias - Matemática;2611
Bogotá Doctorado Ciencias - Química;2612
Bogotá Doctorado Biotecnología;2606
Bogotá Especialización Ciencia y Tecnología;2897
Bogotá Especialización Ciencia y Tecnología Cosmética;2897
Bogotá Especialización Estadística;2607
Bogotá Maestría Ciencias - Física Investigación;2628
Bogotá Maestría Ciencias - Física Profundización;2628
Bogotá Maestría Ciencias - Química Profundización;3623
Bogotá Maestría Ciencias - Química Investigación;3623
Bogotá Maestría Ciencias - Farmacología Investigación;2884
Bogotá Maestría Ciencias Farmacéuticas Investigación;2883
Bogotá Maestría Ciencias - Bioquímica Investigación;2854
Bogotá Maestría Enseñanza de las Ciencias Exactas y Naturales Profundización;2806
Bogotá Maestría Actuaria y Finanzas Profundización;2890
Bogotá Maestría Ciencias - Astronomía;2622
Bogotá Maestría Ciencias - Astronomía Investigación;2622
Bogotá Maestría Ciencias - Biología Investigación;2621
Bogotá Maestría Ciencias - Geología Investigación;2623
Bogotá Maestría Ciencias - Matemática Profundización;2634
Bogotá Maestría Ciencias - Matemática Aplicada Investigación;2633
Bogotá Maestría Ciencias - Estadística Profundización;2920
Bogotá Doctorado Ciencias Agrarias - Suelos y Aguas;2880
Bogotá Especialización Ciencia y Tecnología de Alimentos;2616
Bogotá Maestría Ciencia y Tecnología de Alimentos Investigación;2919
Bogotá Maestría Ciencia y Tecnologia de Alimentos Profundización;2919
Bogotá Doctorado Administracion;2973
Bogotá Doctorado Ciencias Económicas;2636
Bogotá Maestría Administración Investigación;2869
Bogotá Maestría Administración Profundización;2869
Bogotá Maestría Ciencias Económicas Investigación;2638
Bogotá Maestría Ciencias Economicas Profundización;2638
Bogotá Maestría GOBIERNO URBANO Profundización;2953
Bogotá Doctorado Filosofía;2640
Bogotá Doctorado Historia;2642
Bogotá Especialización Acción sin Daño y Construcción de Paz;2567
Bogotá Maestría Historia Investigación;2658
Bogotá Maestría Filosofía Investigación;2656
Bogotá Maestría Educación - Lenguajes y Literaturas en Educación Profundización;2652
Bogotá Maestría Educación - Lenguajes y Literaturas en Educación Investigación;2652
Bogotá Maestría Estudios Sociales de la Ciencia Investigación;2571
Bogotá Maestría Estudios Sociales de la Ciencia Profundización;2571
Bogotá Maestría Estudios Literarios Profundización;2901
Bogotá Especialización Derecho Administrativo en Convenio con la Universidad de los Llanos;2665
Bogotá Especialización Derecho Constitucional en Convenio con la Universidad de los Llanos;2925
Bogotá Especialización Derecho del Trabajo;2668
Bogotá Especialización Instituciones Jurídico - Procesales;2781
Bogotá Especialización Derechos Humanos y Derecho Internacional Humanitario;2924
Bogotá Especialización Instituciones Jurídico - Procesales en Convenio con la Universidad de los Llanos;2781
Bogotá Especialización Instituciones Jurídico - Procesales en Convenio con la Universidad Pedagógica y Tecnológica de Colombia;2781
Bogotá Especialización Derecho Constitucional en Convenio con la Universidad Pedagógica y Tecnológica de Colombia;2925
Bogotá Especialización Derecho de Familia en Convenio con la Universidad Pedagógica y Tecnológica de Colombia;2667
Bogotá Maestría Derecho - Derecho Constitucional Profundización;2674
Bogotá Maestría Derecho - Derecho del Trabajo y Seguridad Social Profundización;2674
Bogotá Maestría Derecho - Sociología y Política Criminal Profundización;2674
Bogotá Maestría Derecho Investigación;2674
Bogotá Doctorado Ingeniería - Ciencia y Tecnología de Materiales;2682
Bogotá Doctorado Ingeniería - Ingeniería Mecánica y Mecatrónica;2839
Bogotá Doctorado Ingeniería - Industria y Organizaciones;2838
Bogotá Doctorado Ingeniería - Ingeniería Civil;2887
Bogotá Doctorado Ingeniería - Ingeniería Eléctrica;2685
Bogotá Especialización Estructuras;2699
Bogotá Maestría Ingeniería - Ingeniería de Sistemas y Computación Investigación;2702
Bogotá Maestría INGENIERÍA - INGENIERÍA AGRÍCOLA Investigación;2701
Bogotá Maestría Ingeniería - Ingeniería Electrónica Investigación;2865
Bogotá Maestría Bioinformática Investigación;2882
Bogotá Maestría Ingeniería - Automatización Industrial Investigación;2698
Bogotá Maestría Ingeniería Mecánica Investigación;2709
Bogotá Maestría Ingeniería - Estructuras Investigación;2699
Bogotá Maestría Ingeniería - Geotecnia Investigación;2700
Bogotá Maestría Ingeniería - Transportes Investigación;2706
Bogotá Maestría Ingeniería - Ingeniería Ambiental Investigación;2562
Bogotá Maestría Ingeniería - Ingeniería Eléctrica Investigación;2703
Bogotá Maestría Ingeniería - Ingeniería Química Investigación;2704
Bogotá Maestría Ingeniería - Materiales y Procesos Investigación;2710
Bogotá Maestría Ingenieria - Estructuras Profundización;2699
Bogotá Maestría Ingenieria - Ingenieria de Sistemas y Computacion Profundización;2702
Bogotá Maestría Ingenieria Mecánica Profundización;2709
Bogotá Maestría Bioinformática Profundización;2882
Bogotá Maestría Ingenieria - Automatizacion Industrial Profundización;2698
Bogotá Maestría Ingenieria - Geotecnia Profundización;2700
Bogotá Maestría Ingenieria - Ingenieria Ambiental Profundización;2562
Bogotá Maestría Ingenieria - Ingenieria Eléctrica Profundización;2703
Bogotá Maestría Ingenieria - Ingenieria Electronica Profundización;2865
Bogotá Maestría Ingenieria - Ingenieria Química Profundización;2704
Bogotá Maestría Ingenieria - Transportes Profundización;2706
Bogotá Especialidad Radiología Pediátrica;2891
Bogotá Especialidad Medicina Interna;2730
Bogotá Especialidad Neumología Clínica - Médicos Internistas;2732
Bogotá Especialidad Geriatría - Médicos Generales;2723
Bogotá Especialización Administración en Salud Pública;2827
Bogotá Maestría Morfología Humana Profundización;2815
Bogotá Maestría Fisioterapia del Deporte y la Actividad Física Profundización;2852
Bogotá Maestría Ingeniería Biomédica Investigación;2756
Bogotá Maestría Medicina Alternativa - Homeopatía Profundización;2565
Bogotá Maestría Medicina Alternativa - Medicina Tradicional China y Acupuntura Profundización;2565
Bogotá Maestría Medicina Alternativa - Terapia Neural Profundización;2565
Bogotá Maestría Medicina Alternativa - Osteopatía y Quiropraxis Profundización;2565
Bogotá Maestría Salud Animal o Produccion Animal - Farmacologia y Toxicologia Investigación;2769
Bogotá Maestría Salud Animal o Produccion Animal - Microbiologia e Inmunologia Investigación;2769
Bogotá Maestría Salud Animal o Produccion Animal - Teriogenologia y Salud de Hato Investigación;2769
Manizales Especialización Alta Gerencia;4343
Manizales Especialización Finanzas Corporativas;4337
Manizales Especialización Gerencia Estratégica de Proyectos;4341
Manizales Maestría Administración Profundización;4420
Manizales Maestría Administración Investigación;4420
Manizales Maestría Ciencias - Matemática Aplicada Investigación;4421
Manizales Maestría Enseñanza de las Ciencias Exactas y Naturales Profundización;4428
Manizales Doctorado Ingenieria - Ingenieria Civil;4503
Manizales Doctorado Ingeniería - Automática;4500
Manizales Especialización Ingeniería Hidráulica y Ambiental;4340
Manizales Especialización Estructuras;4342
Manizales Especialización Vias y Transporte en Convenio con Universidad de los Llanos;4334
Manizales Especialización Estructuras en Convenio con Universidad de los Llanos;4342
Manizales Especialización Ingenieria Hidraulica y Ambiental en Convenio con Universidad de los Llanos;4340
Manizales Especialización Geotecnia;4347
Manizales Especialización Vías y Transporte;4334
Manizales Maestría Ingeniería - Ingeniería Eléctrica Investigación;4429
Manizales Maestría Ingeniería - Ingeniería Eléctrica Profundización;4429
Manizales Maestría Ingenieria - Estructuras Profundización;4342
Manizales Maestría Ingeniería - Infraestructura y Sistemas de Transporte Profundización;4431
Manizales Maestría Ingeniería - Recursos Hidráulicos Profundización;4434
Manizales Maestría Ingeniería - Automatización Industrial Investigación;4426
Medellín Doctorado Estudios Urbanos y Territoriales;3618
Medellín Maestría Hábitat Investigación;3548
Medellín Doctorado Biotecnología;3607
Medellín Especialización Biotecnología;3550
Medellín Maestría Enseñanza de las Ciencias Exactas y Naturales Profundización;3563
Medellín Maestría Ciencias - Matemática Investigación;3627
Medellín Maestría Ciencias - Matemática Aplicada Investigación;3608
Medellín Maestría Ciencias - Química Investigación;3623
Medellín Maestría Ciencias - Biotecnología Investigación;3554
Medellín Maestría Ciencias - Entomología Investigación;3555
Medellín Maestría Ciencias - Geomorfología y Suelos Investigación;3558
Medellín Doctorado Ecología;3572
Medellín Especialización Sistemas de Información Geográfica;3643
Medellín Especialización Nutrición Animal;3567
Medellín Especialización Ciencia y Tecnología de Alimentos;3565
Medellín Maestría Ciencias Agrarias - Suelos, Aguas y Nutrición Vegetal Investigación;3569
Medellín Maestría Ciencia y Tecnología de Alimentos Investigación;3634
Medellín Maestría Bosques y Conservación Ambiental Investigación;3568
Medellín Maestría Ciencia y Tecnologia de Alimentos Profundización;3634
Medellín Maestría Ciencias Agrarias - Fisiología de la Producción Vegetal Investigación;3569
Medellín Maestría Ciencias Agrarias - Producción Animal - Nutricional Animal Investigación;3569
Medellín Maestría Ciencias Agrarias - Producción Animal - Reproducción Animal Investigación;3569
Medellín Doctorado Ciencias Humanas y Sociales;3583
Medellín Maestría Estudios Políticos - Gestión, Administración y Política Pública Investigación;3609
Medellín Maestría Estudios Políticos - Teoría y Cultura Política Investigación;3609
Medellín Maestría Historia Investigación;3581
Medellín Maestría Ciencias Económicas Investigación;3579
Medellín Doctorado Ingeniería - Industria y Organizaciones;3574
Medellín Doctorado Ingeniería - Ingeniería Civil;3616
Medellín Doctorado Ingenieria - Ingenieria Mecanica y Mecatronica;3622
Medellín Doctorado Ingeniería - Sistemas Energéticos;3604
Medellín Doctorado Ingeniería - Ciencia y Tecnología de Materiales;3601
Medellín Doctorado Ingeniería - Sistemas e Informática;3602
Medellín Especialización Ingeniería Geotecnia;3621
Medellín Especialización Ingeniería de Software;3624
Medellín Especialización Analítica;3619
Medellín Especialización Mantenimiento;3625
Medellín Especialización Inteligencia Artificial;3660
Medellín Especialización Nanotecnologia Aplicada a la Industria del Petroleo y Gas;3661
Medellín Especialización Estructuras;3586
Medellín Especialización Gestión Ambiental;3587
Medellín Especialización Gestión Empresarial;3588
Medellín Especialización Ingeniería Financiera;3589
Medellín Especialización Ingeniería de Materiales y Procesos;3605
Medellín Especialización Mercados de Energía;3590
Medellín Especialización Aprovechamiento de Recursos Hidráulicos;3585
Medellín Especialización Vías y Transporte;3592
Medellín Maestría Ingeniería - Automatización Industrial Investigación;3617
Medellín Maestría Ingeniería - Automatización Industrial Profundización;3617
Medellín Maestría Ingeniería - Ingeniería Mecánica Investigación;3606
Medellín Maestría Ingeniería - Ingeniería Mecánica Profundización;3606
Medellín Maestría Ingeniería - Recursos Minerales Investigación;3612
Medellín Maestría Ingeniería - Recursos Minerales Profundización;3612
Medellín Maestría Ingeniería - Ingeniería Química Investigación;3598
Medellín Maestría Ingeniería - Ingeniería de Petróleos Investigación;3613
Medellín Maestría Ingeniería - Ingeniería de Petróleos Profundización;3613
Medellín Maestría Ingeniería - Sistemas Energéticos Investigación;3615
Medellín Maestría Ingeniería - Sistemas Energéticos Profundización;3615
Medellín Maestría Ingeniería - Ingeniería de Sistemas Investigación;3597
Medellín Maestría Ingeniería - Ingeniería de Sistemas Profundización;3597
Medellín Maestría Ingeniería - Ingeniería Eléctrica Profundización;3610
Medellín Maestría Ingeniería Administrativa Investigación;3594
Medellín Maestría Ingeniería Administrativa Profundización;3594
Medellín Maestría Ingeniería Industrial Profundización;3611
Medellín Maestría Ingeniería - Geotecnia Investigación;3596
Medellín Maestría Ingeniería - Materiales y Procesos Investigación;3599
Medellín Maestría Ingeniería - Recursos Hidráulicos Investigación;3593
Medellín Maestría Medio Ambiente y Desarrollo Investigación;3600
Medellín Maestría Ingeniería - Infraestructura y Sistemas de Transporte Investigación;3595
Medellín Maestría Ingenieria - Estructuras Investigación;3636
Medellín Maestría Ingenieria - Estructuras Profundización;3636
Medellín Maestría Ingenieria - Analitica Investigación;3638
Medellín Maestría Ingenieria - Analitica Profundización;3638
Palmira Doctorado Agroecología;5955
Palmira Doctorado Ciencias Agrarias - Mejoramiento Genético Vegetal;5965
Palmira Doctorado Ciencias Agrarias - Producción Animal Tropical;5965
Palmira Doctorado Ciencias Agrarias - Protección de Cultivos;5965
Palmira Maestría Ciencias Biológicas - Recursos Filogenéticos Tropicales Investigación;5961
Palmira Maestría Gestion y Desarrollo Rural Investigación;5969
Palmira Maestría Ciencias Agrarias - Protección de Cultivos Investigación;5965
Palmira Maestría Ciencias Agrarias - Suelos Investigación;5965
Palmira Maestría Ciencias Agrarias - Fitomejoramiento Investigación;5965
Palmira Maestría Ciencias Agrarias - Producción Animal Tropical Investigación;5965
Palmira Maestría Ciencias Agrarias - Fisiología de Cultivos Investigación;5965
Palmira Doctorado Ciencia y Tecnologia de Alimentos;5968
Palmira Maestría Ingeniería Agroindustrial Profundización;5957
Palmira Maestría Ingeniería Agroindustrial Investigación;5957
Palmira Maestría Administración Profundización;5963
Palmira Maestría Enseñanza de las Ciencias Exactas y Naturales Profundización;5954
Palmira Maestría Ingenieria Ambiental Profundización;5960
Amazonía Doctorado Estudios Amazónicos;6106
Amazonía Especialización Estudios Amazónicos;6124
Amazonía Maestría Estudios Amazónicos Investigación;6127
Bogotá Doctorado Arte y Arquitectura;2579
Bogotá Especialización Pedagogía del Diseño;2587
Bogotá Maestría Interpretación y Pedagogía Instrumental Profundización;2921
Bogotá Maestría Conservación del Patrimonio Cultural Inmueble Investigación;2591
Bogotá Maestría Educación Artística Profundización;2860
Bogotá Maestría Construcción Investigación;2964
Bogotá Maestría Musicoterapia Profundización;2601
Bogotá Maestría Diseño Urbano Profundización;2595
Bogotá Maestría Hábitat Investigación;2598
Bogotá Maestría Urbanismo Profundización;2604
Bogotá Maestría Escrituras Creativas Profundización;2596
Bogotá Maestría Conservacion del Patrimonio Cultural Inmueble Profundización;2591
Bogotá Maestría Urbanismo Investigación;2604
Bogotá Maestría Construcción Profundización;2964
Bogotá Doctorado Ciencias - Bioquímica;2862
Bogotá Doctorado Ciencias - Biología;2608
Bogotá Maestría Ciencias - Meteorología Investigación;2624
Bogotá Maestría Física Médica Profundización;2631
Bogotá Maestría Ciencias - Geofísica Investigación;2632
Bogotá Maestría Ciencias - Microbiologia Investigación;2635
Bogotá Doctorado Agroecología;2816
Bogotá Doctorado Ciencias Agrarias - Fisiología de Cultivos;2880
Bogotá Maestría Ciencias Agrarias - Fitoprotección Integrada Investigación;2880
Bogotá Maestría Geomática Investigación;2578
Bogotá Maestría Gestion y Desarrollo Rural Investigación;2936
Bogotá Maestría Ciencias Agrarias - Entomología Investigación;2880
Bogotá Maestría Ciencias Agrarias - Fisiología de Cultivos Investigación;2880
Bogotá Maestría Ciencias Agrarias - Fitopatología Investigación;2880
Bogotá Maestría Ciencias Agrarias - Genética y Fitomejoramiento Investigación;2880
Bogotá Maestría Ciencias Agrarias - Malherbología Investigación;2880
Bogotá Maestría Ciencias Agrarias - Suelos y Aguas Investigación;2880
Bogotá Maestría Contabilidad y Finanzas - Contabilidad Profundización;2864
Bogotá Maestría Contabilidad y Finanzas - Control Profundización;2864
Bogotá Maestría Contabilidad y Finanzas - Finanzas Profundización;2864
Bogotá Maestría Contabilidad y Finanzas Investigación;2864
Bogotá Maestría Medio Ambiente y Desarrollo Investigación;2639
Bogotá Maestría Medio Ambiente y Desarrollo Profundización;2639
Bogotá Maestría Estudios Políticos Investigación;2675
Bogotá Doctorado Ciencias Humanas y Sociales;2836
Bogotá Doctorado Psicología;2902
Bogotá Especialización Análisis Espacial;2644
Bogotá Especialización Turismo, Ambiente y Territorio;2960
Bogotá Especialización Estudios Feministas de Género;2648
Bogotá Maestría Psicología Profundización;2661
Bogotá Maestría Psicología Investigación;2661
Bogotá Maestría Geografía Investigación;2657
Bogotá Doctorado Estudios Políticos y Relaciones Internacionales;2569
Bogotá Especialización Derecho Constitucional en Convenio con la Universidad de la Guajira;2925
Bogotá Especialización Justicia, Victimas y Construccion de Paz;2937
Bogotá Especialización Instituciones Jurídicas de la Seguridad Social;2670
Bogotá Especialización Instituciones Jurídico - Penales;2781
Bogotá Especialización Análisis de Políticas Públicas;2664
Bogotá Maestría Políticas Públicas Profundización;2826
Bogotá Maestría Estudios Políticos Latinoamericanos Investigación;2833
Bogotá Maestría Políticas Públicas Investigación;2826
Bogotá Maestría Biociencias y Derecho Investigación;2566
Bogotá Maestría Derecho - Derecho Procesal en convenio con Universidad De La Guajira / Riohacha Profundización;2674
Bogotá Maestría Derecho - Derecho Procesal Profundización;2674
Bogotá Doctorado Enfermería;2676
Bogotá Especialización Salud y Seguridad en el Trabajo;2961
Bogotá Maestría Enfermería Investigación;2681
Bogotá Maestría Enfermeria - Enfermeria Oncologica Profundización;2681
Bogotá Maestría Salud y Seguridad en el Trabajo Investigación;2961
Bogotá Doctorado Estudios Ambientales;2979
Bogotá Doctorado Ingeniería - Ingeniería Química;2686
Bogotá Doctorado Ingeniería - Sistemas y Computación;2684
Bogotá Especialización Transito, Diseño y Seguridad Vial;2696
Bogotá Especialización Gobierno Electrónico;2896
Bogotá Maestría Ingeniería Industrial Investigación;2708
Bogotá Maestría Ingeniería - Recursos Hidráulicos Investigación;2705
Bogotá Maestría Ingenieria - Recursos Hidraulicos Profundización;2705
Bogotá Maestría Ingenieria Industrial Profundización;2708
Bogotá Doctorado Oncologia;2934
Bogotá Doctorado Salud Pública;2712
Bogotá Especialidad Hematología - Médicos Internistas;2724
Bogotá Especialidad Geriatria - Medicos Internistas;2723
Bogotá Especialidad Medicina del Deporte;2912
Bogotá Especialidad Neurología Clínica;2734
Bogotá Especialidad Anestesiología y Reanimación;2713
Bogotá Especialidad Cirugía General;2714
Bogotá Especialidad Cirugía Pediátrica;2715
Bogotá Especialidad Cirugía Plástica;2716
Bogotá Especialidad Reumatología - Médicos Internistas;2746
Bogotá Especialidad Dermatología;2718
Bogotá Especialidad Endocrinología - Médicos Generales;2720
Bogotá Especialidad Endocrinología - Médicos Internistas;2720
Bogotá Especialidad Gastroenterología - Médicos Internistas;2722
Bogotá Especialidad Infectología - Médicos Internistas;2726
Bogotá Especialidad Medicina Aeroespacial;2727
Bogotá Especialidad Medicina Física y Rehabilitación;2728
Bogotá Especialidad Medicina Forense;2729
Bogotá Especialidad Neurocirugía;2733
Bogotá Especialidad Neuropediatría;2735
Bogotá Especialidad Obstetricia y Ginecología;2736
Bogotá Especialidad Oftalmología;2737
Bogotá Especialidad Onco-Hematología Pediátrica - Médicos Pediatras;2738
Bogotá Especialidad Cuidado Intensivo Pediátrico;2717
Bogotá Especialidad Ortopedia y Traumatología;2739
Bogotá Especialidad Patología Anatómica y Clínica;2741
Bogotá Especialidad Pediatría;2742
Bogotá Especialidad Perinatología y Neonatología - Médicos Pediatras;2743
Bogotá Especialidad Psiquiatría;2744
Bogotá Especialidad Radiología e Imágenes Diagnósticas;2745
Bogotá Especialidad Urología;2747
Bogotá Especialización Alimentación y Nutrición en Promoción de la Salud;2748
Bogotá Maestría Salud Pública Investigación;2712
Bogotá Maestría Seguridad Alimentaria y Nutricional Profundización;2903
Bogotá Maestría Neurociencias Investigación;2758
Bogotá Maestría Bioquímica Investigación;2750
Bogotá Maestría Discapacidad e Inclusión Social Investigación;2751
Bogotá Maestría Fisiología Investigación;2753
Bogotá Maestría Genética Humana Investigación;2754
Bogotá Maestría Infecciones y Salud en el Trópico Investigación;2755
Bogotá Maestría Toxicología Investigación;2760
Bogotá Maestría Epidemiología Clínica Investigación;2752
Bogotá Maestría Fisiologia Profundización;2753
Bogotá Maestría Salud Animal o Produccion Animal - Reproduccion Animal  Investigación;2769
Bogotá Maestría Salud Animal o Produccion Animal - Sistemas Pecuarios Investigación;2769
Bogotá Maestría Salud Animal o Producción Animal - Nutrición Animal Investigación;2769
Bogotá Especialidad Endodoncia;2817
Bogotá Especialidad Estomatología Pediátrica y Ortopedia Maxilar;2765
Caribe Maestría Ciencias - Biología Investigación;8106
Manizales Doctorado Administracion;4504
Manizales Especialización Finanzas Corporativas en convenio con la Sede Caribe;4337
Manizales Especialización Gestión de Redes y Datos;4331
Manizales Especialización Gestión Cultural con Énfasis en Planeación y Políticas Culturales;4338
Manizales Maestría GESTION CULTURAL Investigación;4435
Manizales Especialización Estadistica;4345
Manizales Especialización Actuaría y Finanzas;4346
Manizales Maestría Ciencias - Física Investigación;4422
Manizales Doctorado Ingeniería - Industria y Organizaciones;4501
Manizales Especialización Especialización en Logística y Cadenas de Abastecimiento;4349
Manizales Maestría Ingeniería - Ingeniería Industrial Investigación;4427
Manizales Maestría Ingenieria - Estructuras Investigación;4433
Manizales Maestría Medio Ambiente y Desarrollo Investigación;4425
Manizales Maestría Ingeniería - Ingeniería Química Investigación;4424
Medellín Especialización Interventoría de Proyectos y Obras;3543
Medellín Especialización Patología de la Edificación y Técnicas de Intervención y Prevención;3545
Medellín Especialización Diseño Urbano;3541
Medellín Especialización Planeación Urbano - Regional;3644
Medellín Maestría Construcción Profundización;3566
Medellín Maestría Construcción Investigación;3566
Medellín Maestría Artes Plásticas y Visuales Investigación;3549
Medellín Maestría Estudios Urbano-Regionales Investigación;3547
Medellín Doctorado Ciencias - Física;3564
Medellín Doctorado Ciencias - Estadística;3561
Medellín Especialización Estadística;3552
Medellín Maestría Ciencias - Física Investigación;3557
Medellín Maestría Ciencias - Estadistica Profundización;3635
Medellín Doctorado Ciencia y Tecnologia de Alimentos;3631
Medellín Maestría Estudios Politicos Profundización;3609
Medellín Maestría Historia Profundización;3581
Medellín Especialización Recursos Minerales;3626
Medellín Especialización Gestión del Negocio Minero;3620
Medellín Maestría Ingeniería - Ingeniería Química Profundización;3598
Medellín Maestría Ingeniería - Ingeniería Eléctrica Investigación;3610
Palmira Maestría Ciencias Biológicas - Biotecnología Vegetal Investigación;5961
Palmira Maestría Ingeniería Ambiental Investigación;5960
Bogotá Maestría Interdisciplinar en Teatro y Artes Vivas Investigación;2605
Bogotá Maestría Artes Plásticas y Visuales Investigación;2590
Bogotá Doctorado Ciencias - Astronomia;2962
Bogotá Doctorado Ciencias Agrarias - Genética y Fitomejoramiento;2880
